表130-06806：按區議會分區劃分的家庭住戶平均人數及住戶每月入息中位數,,,,,
 ,,,,,
 , ,家庭住戶平均人數 (1) (2),住戶每月入息中位數 (1) (3),從事經濟活動家庭住戶每月入息中位數 (1) (3) (4),從事經濟活動家庭住戶每月入息中位數（不包括外籍家庭傭工） (1) (3) (4)
,,人數,港元,港元,港元
年,區議會分區,,,,
2007,觀塘區,2.9,14600,18200,18100
2007,葵青區,3.0,15000,17600,17500
2007,荃灣區,2.9,20000,24500,24000
2007,屯門區,2.9,15000,17500,17500
2007,元朗區,3.1,15000,17100,17000
2007,北區,3.1,16800,19500,19500
2007,大埔區,3.2,18800,21000,20800
2007,沙田區,3.1,20000,22700,22500
2007,西貢區,3.1,21500,23900,23500
2007,離島區,2.8,18000,20500,20000
2007,全香港,3.0,17500,20500,20100
2008,中西區,2.8,27500,32000,31000
2008,灣仔區 (5),2.7,30000,36300,36000
2008,東區 (5),3.0,22200,27000,27000
2008,南區,3.1,22000,26200,26000
2008,油尖旺區,2.7,18000,21500,21000
2008,深水埗區,2.8,14000,18000,17800
2008,九龍城區,3.0,20500,25000,25000
2008,黃大仙區,3.0,15300,18500,18500
2008,觀塘區,2.9,15200,19500,19400
2008,葵青區,3.0,15100,18200,18100
2008,荃灣區,2.9,20900,25000,25000
2008,屯門區,2.9,16000,18500,18400
2008,元朗區,3.0,15300,18000,18000
2008,北區,3.1,17000,20000,20000
2008,大埔區,3.1,19300,22000,22000
2008,沙田區,3.1,20000,23000,23000
2008,西貢區,3.1,23000,25000,25000
2008,離島區,2.8,18300,21000,21000
2008,全香港,3.0,18400,21600,21500
2009,中西區,2.8,27000,32500,31500
2009,灣仔區 (5),2.7,28000,35800,35000
2009,東區 (5),3.0,21500,26000,25500
2009,南區,3.1,20800,25000,25000
2009,油尖旺區,2.7,18000,21500,21000
2009,深水埗區,2.8,14000,18500,18000
2009,九龍城區,3.0,20000,25500,25000
2009,黃大仙區,3.0,15000,18000,17800
2009,觀塘區,2.9,14500,18000,18000
2009,葵青區,3.0,15000,17500,17500
2009,荃灣區,2.9,20000,23800,23400
2009,屯門區,2.9,15300,18000,18000
2009,元朗區,3.0,15000,17500,17500
2009,北區,3.1,16000,19000,19000
2009,大埔區,3.1,19800,22000,21500
2009,沙田區,3.0,20000,22800,22500
2009,西貢區,3.1,23000,25000,25000
2009,離島區,2.8,18800,22500,22500
2009,全香港,2.9,18000,21000,21000
2010,中西區,2.8,27000,33000,32000
2010,灣仔區 (5),2.7,29500,38000,38000
2010,東區 (5),3.0,22000,27000,26900
2010,南區,3.1,20500,25000,25000
2010,油尖旺區,2.7,19000,23000,22500
2010,深水埗區,2.8,14200,18200,18100
2010,九龍城區,2.9,20800,27000,26500
2010,黃大仙區,2.9,15000,18600,18500
2010,觀塘區,2.9,14000,18000,18000
2010,葵青區,2.9,15000,17500,17500
2010,荃灣區,2.9,21000,25000,25000
2010,屯門區,2.9,16000,19000,19000
2010,元朗區,3.0,15100,18000,18000
2010,北區,3.1,17800,20000,20000
2010,大埔區,3.1,20000,22600,22500
2010,沙田區,3.0,20000,23000,23000
2010,西貢區,3.1,23500,26000,25300
2010,離島區,2.8,18000,21000,20800
2010,全香港,2.9,18000,21800,21500
2011,中西區,2.7,30000,35800,35100
2011,灣仔區 (5),2.7,30000,38000,37000
2011,東區 (5),3.0,23300,28000,28000
2011,南區,3.1,23500,27000,27000
2011,油尖旺區,2.7,20000,26200,26000
2011,深水埗區,2.8,15500,20000,20000
2011,九龍城區,2.9,22200,28000,27600
2011,黃大仙區,2.9,16000,20000,20000
2011,觀塘區,2.8,15500,20000,20000
2011,葵青區,3.0,16000,19000,19000
2011,荃灣區,2.9,22500,26100,26000
2011,屯門區,2.8,17000,20000,20000
2011,元朗區,3.0,17000,20000,20000
2011,北區,3.0,18000,21500,21000
2011,大埔區,3.1,21300,25000,24700
2011,沙田區,3.0,22000,26000,25600
2011,西貢區,3.1,25000,28000,28000
2011,離島區,2.9,18000,21500,21000
2011,全香港,2.9,20000,23500,23000
2012,中西區,2.7,33000,40000,40000
2012,灣仔區 (5),2.7,33700,42000,40000
2012,東區 (5),2.9,24900,30000,30000
2012,南區,3.1,25000,29600,29200
2012,油尖旺區,2.7,20000,26700,26100
2012,深水埗區,2.8,17000,22500,22100
2012,九龍城區,2.9,24300,30000,30000
2012,黃大仙區,2.9,18100,22000,21900
2012,觀塘區,2.8,16400,20800,20600
2012,葵青區,3.0,17500,21000,20700
2012,荃灣區,2.9,24600,30000,29400
2012,屯門區,2.8,18900,22000,22000
2012,元朗區,3.0,19000,22000,22000
2012,北區,3.0,20000,23000,22600
2012,大埔區,3.1,23800,27500,27000
2012,沙田區,3.0,23000,27000,27000
2012,西貢區,3.1,26300,29700,29300
2012,離島區,2.8,22600,27500,27300
2012,全香港,2.9,21000,25200,25000
2013,中西區,2.7,33000,41500,40000
2013,灣仔區 (5),2.7,33000,40300,40000
2013,東區 (5),2.9,26100,32300,31700
2013,南區,3.1,26900,31700,31100
2013,油尖旺區,2.7,21100,27000,26500
2013,深水埗區,2.7,17700,22300,22100
2013,九龍城區,2.9,25000,31000,30900
2013,黃大仙區,2.9,19200,23500,23300
2013,觀塘區,2.8,17500,22000,22000
2013,葵青區,2.9,19100,23000,23000
2013,荃灣區,2.9,26000,31500,31000
2013,屯門區,2.8,20000,23700,23500
2013,元朗區,3.0,20000,23600,23500
2013,北區,3.0,21400,25000,25000
2013,大埔區,3.1,25000,29800,29300
2013,沙田區,3.0,24700,29000,29000
2013,西貢區,3.1,29100,32000,31200
2013,離島區,2.8,24400,30000,30000
2013,全香港,2.9,22200,27000,26800
2014,中西區,2.7,35000,44100,43300
2014,灣仔區 (5),2.6,34000,45000,44000
2014,東區 (5),2.9,27500,33200,32800
2014,南區,3.1,28000,33000,32400
2014,油尖旺區,2.6,23000,30000,29300
2014,深水埗區,2.7,17500,22900,22500
2014,九龍城區,2.8,23900,31000,30500
2014,黃大仙區,2.9,20000,24900,24600
2014,觀塘區,2.8,18700,23000,23000
2014,葵青區,2.9,19600,23500,23500
2014,荃灣區,2.9,26200,31000,30500
2014,屯門區,2.8,21000,25000,25000
2014,元朗區,2.9,22000,26000,25600
2014,北區,3.0,22000,26000,26000
2014,大埔區,3.1,26500,30600,30100
2014,沙田區,3.0,26000,30700,30100
2014,西貢區,3.1,30800,34500,34000
2014,離島區,2.8,24800,30000,30000
2014,全香港,2.9,23200,28500,28200
2015,中西區,2.6,34100,43600,43000
2015,灣仔區 (5),2.6,40000,52600,51000
2015,東區 (5),2.9,28800,36100,36000
2015,南區,3.0,29000,34000,33500
2015,油尖旺區,2.6,24000,31200,30500
2015,深水埗區,2.7,18500,24700,24500
2015,九龍城區,2.8,23800,30000,30000
2015,黃大仙區,2.9,21000,26400,26100
2015,觀塘區,2.8,19900,24800,24800
2015,葵青區,2.9,20500,25000,25000
2015,荃灣區,2.9,27900,34100,33600
2015,屯門區,2.8,23000,27600,27500
2015,元朗區,2.9,22800,27000,27000
2015,北區,3.0,24000,28100,28000
2015,大埔區,3.0,27600,32300,32000
2015,沙田區,2.9,27400,32400,32000
2015,西貢區,3.1,33000,37000,36700
2015,離島區,2.8,26000,33000,33000
2015,全香港,2.9,24800,30000,30000
2016,中西區,2.7,39500,48500,48000
2016,灣仔區 (5),2.7,40000,50000,50000
2016,東區 (5),2.9,31300,39300,39000
2016,南區,3.0,30700,37300,37000
2016,油尖旺區,2.6,25800,33400,33000
2016,深水埗區,2.7,20600,27200,27000
2016,九龍城區,2.8,26900,33200,32500
2016,黃大仙區,2.9,22000,27500,27100
2016,觀塘區,2.8,20800,26000,26000
2016,葵青區,2.9,21200,26800,26500
2016,荃灣區,2.8,29200,35500,35000
2016,屯門區,2.7,22500,28000,28000
2016,元朗區,2.9,22800,28100,28000
2016,北區,2.9,21500,27800,27500
2016,大埔區,3.0,26200,32100,31500
2016,沙田區,2.9,26800,32800,32200
2016,西貢區,3.0,31500,37000,36500
2016,離島區,2.7,28900,35000,34600
2016,全香港,2.8,25200,31200,31000
2017,中西區,2.7,41700,53500,52200
2017,灣仔區 (5),2.6,40600,50000,50000
2017,東區 (5),2.9,32300,40000,40000
2017,南區,3.0,31900,38100,38000
2017,油尖旺區,2.6,28800,35000,35000
2017,深水埗區,2.7,22000,28100,28000
2017,九龍城區,2.8,27600,34300,33800
2017,黃大仙區,2.8,22700,28000,28000
2017,觀塘區,2.8,21300,26500,26300
2017,葵青區,2.9,23100,28600,28500
2017,荃灣區,2.8,29700,36000,35500
2017,屯門區,2.7,24000,29500,29500
2017,元朗區,2.9,24500,30000,30000
2017,北區,2.9,23500,29900,29400
2017,大埔區,3.0,28300,35000,35000
2017,沙田區,2.9,28000,35000,34600
2017,西貢區,3.0,33600,39600,39000
2017,離島區,2.7,30000,37100,37000
2017,全香港,2.8,26600,32800,32500
2018,中西區,2.6,41800,52400,50700
2018,灣仔區 (5),2.6,42500,56000,55000
2018,東區 (5),2.9,33300,41000,40600
2018,南區,3.0,34800,42000,41800
2018,油尖旺區,2.6,28000,36000,36000
2018,深水埗區,2.7,23500,30000,30000
2018,九龍城區,2.8,30000,37300,36700
2018,黃大仙區,2.8,24300,30000,30000
2018,觀塘區,2.8,22200,28400,28100
2018,葵青區,2.9,25000,30700,30500
2018,荃灣區,2.8,31500,38500,38000
2018,屯門區,2.7,25000,30100,30000
2018,元朗區,2.9,26200,33000,32200
2018,北區,2.9,25000,30200,30000
2018,大埔區,3.0,31000,36800,36300
2018,沙田區,2.9,29900,36400,36000
2018,西貢區,3.0,36200,42000,41300
2018,離島區,2.6,31500,39200,39000
2018,全香港,2.8,28500,35000,35000
2019,中西區,2.6,42000,53000,51900
2019,灣仔區 (5),2.5,44500,56800,56200
2019,東區 (5),2.8,34900,44100,43500
2019,南區,3.0,33200,41000,40000
2019,油尖旺區,2.5,30000,38000,38000
2019,深水埗區,2.7,25000,31200,31000
2019,九龍城區,2.8,30400,39300,38900
2019,黃大仙區,2.8,26000,32000,32000
2019,觀塘區,2.8,23000,29000,28700
2019,葵青區,2.9,25000,30700,30200
2019,荃灣區,2.8,33000,40500,40000
2019,屯門區,2.7,25000,31000,31000
2019,元朗區,2.8,27300,33200,33000
2019,北區,2.9,26000,33200,33000
2019,大埔區,2.9,30700,37600,37100
2019,沙田區,2.9,30000,37000,36500
2019,西貢區,3.0,37000,44100,43200
2019,離島區,2.6,28700,36300,36000
2019,全香港,2.8,29000,35800,35400
2020,中西區,2.5,41200,53100,52500
2020,灣仔區 (5),2.5,40000,53000,51000
2020,東區 (5),2.8,32200,41400,40800
2020,南區,3.0,32100,40000,39800
2020,油尖旺區,2.5,28000,38000,37500
2020,深水埗區,2.7,23500,30000,30000
2020,九龍城區,2.8,30000,39000,38500
2020,黃大仙區,2.8,24300,30500,30300
2020,觀塘區,2.8,22000,28700,28500
2020,葵青區,2.9,24300,30000,29700
2020,荃灣區,2.8,30000,38000,37600
2020,屯門區,2.7,24700,30500,30300
2020,元朗區,2.8,25000,31000,30700
2020,北區,2.8,25000,30900,30500
2020,大埔區,2.9,29500,36400,36000
2020,沙田區,2.8,28400,35500,35200
2020,西貢區,3.0,35600,43100,42200
2020,離島區,2.6,26100,34300,34200
2020,全香港,2.8,27500,34800,34300
2021,中西區,2.6,42000,52500,51500
2021,灣仔區 (5),2.6,40400,55500,55000
2021,東區 (5),2.8,31500,40300,40200
2021,南區,2.9,33000,41700,41200
2021,油尖旺區,2.5,27900,35200,35000
2021,深水埗區,2.6,22000,30000,30000
2021,九龍城區,2.7,29700,38800,38300
2021,黃大仙區,2.7,23300,30200,30000
2021,觀塘區,2.7,22200,29400,29100
2021,葵青區,2.7,23300,29800,29600
2021,荃灣區,2.8,31800,40300,40100
2021,屯門區,2.6,25400,32000,31800
2021,元朗區,2.8,27000,33000,32800
2021,北區,2.7,23300,30200,30200
2021,大埔區,2.8,30000,37800,37200
2021,沙田區,2.8,27100,34700,34500
2021,西貢區,2.9,37200,45200,45000
2021,離島區,2.7,28800,35000,35000
2021,全香港,2.7,27500,35000,34700
2022,中西區,2.6,42300,56100,55000
2022,灣仔區 (5),2.6,41800,59800,59000
2022,東區 (5),2.7,31500,41000,40500
2022,南區,2.9,34200,42600,41700
2022,油尖旺區,2.4,29000,37500,37000
2022,深水埗區,2.5,22800,30400,30300
2022,九龍城區,2.7,30000,40200,40000
2022,黃大仙區,2.7,24400,32800,32500
2022,觀塘區,2.6,22100,29900,29500
2022,葵青區,2.7,24300,30400,30300
2022,荃灣區,2.7,32300,40900,40600
2022,屯門區,2.6,25800,33000,32500
2022,元朗區,2.8,28900,35000,34800
2022,北區,2.7,24400,31700,31500
2022,大埔區,2.8,30200,39500,38800
2022,沙田區,2.7,29700,37800,37500
2022,西貢區,2.8,40000,47400,47200
2022,離島區,2.7,29400,36000,35800
2022,全香港,2.7,28300,36200,35900
2023,中西區,2.6,42600,60100,60000
2023,灣仔區 (5),2.5,40500,57200,56600
2023,東區 (5),2.7,33800,44200,43800
2023,南區,2.9,36000,46800,46000
2023,油尖旺區,2.4,30700,40000,40000
2023,深水埗區,2.5,24100,31700,31500
2023,九龍城區,2.7,30700,40700,40200
2023,黃大仙區,2.7,25100,33200,33000
2023,觀塘區,2.6,24000,32000,31700
2023,葵青區,2.7,26000,34100,34000
2023,荃灣區,2.7,34400,43000,42800
2023,屯門區,2.6,26500,34300,34200
2023,元朗區,2.8,30100,36100,35800
2023,北區,2.7,25500,31800,31500
2023,大埔區,2.8,31700,40200,40000
2023,沙田區,2.8,30500,40000,40000
2023,西貢區,2.9,40400,49200,48700
2023,離島區,2.7,31500,40000,39500
2023,全香港,2.7,30000,38300,38100
2024,中西區,2.5,42400,60000,59500
2024,灣仔區 (5),2.4,40800,58300,57000
2024,東區 (5),2.6,32500,45600,45100
2024,南區,2.9,36000,46400,45400
2024,油尖旺區,2.3,29000,40000,40000
2024,深水埗區,2.5,24500,33200,33000
2024,九龍城區,2.6,31100,43600,43000
2024,黃大仙區,2.7,25600,33800,33600
2024,觀塘區,2.6,24200,32100,32000
2024,葵青區,2.7,25500,33900,33600
2024,荃灣區,2.6,34200,43400,43000
2024,屯門區,2.6,26200,35100,35000
2024,元朗區,2.7,30000,36900,36400
2024,北區,2.6,25800,33900,33700
2024,大埔區,2.7,31300,40800,40400
2024,沙田區,2.7,31000,41000,40500
2024,西貢區,2.8,41200,50000,50000
2024,離島區,2.6,31000,39500,39100
2024,全香港,2.6,30000,39500,39100
 ,,,,,
註釋：,,,,,
數字是根據該年1月至12月進行的「綜合住戶統計調查」結果，以及年中人口估計數字而編製，可被視為反映全年的整體情況。,,,,,
「綜合住戶統計調查」涵蓋陸上非住院人口，因而並不包括 (a) 公共機構／社團院舍的住院人士；以及 (b)水上居民。陸上非住院人口約佔居港人口的99%。,,,,,
家庭住戶每月入息中位數進位至最接近的百位數。,,,,,
1 家庭住戶是指一群住在一起及分享生活所需的人士，他們之間不一定有親戚關係。自己單獨安排生活所需的個別人士亦當為一戶，即「單人住戶」。家庭住戶需至少有一名成員為常住居民，只有流動居民的住戶不會被界定為家庭住戶。,,,,,
2 住戶人數是指家庭住戶內的住戶成員人數。,,,,,
3 住戶每月入息是指所有住戶成員於統計前1個月的總現金入息，包括從所有工作獲得的收入（未扣除強制性公積金供款）及其他現金入息。其他現金入息包括來自租金入息、利息、股息、定期／每月退休金及保險年金、由非本戶人士定期給予的款項、慈善機構的定期捐助及所有政府津貼的入息。,,,,,
4 從事經濟活動的家庭住戶是指家庭住戶內除外籍家庭傭工外，至少有一名成員從事經濟活動。,,,,,
5 自 2016 年起所採用的灣仔區議會及東區區議會分界，不同於在2015 年及較早年份所採用的分界，因此本統計表內的2016 年及以後的灣仔區議會及東區區議會的統計數字不可與2015 年及較早年份作嚴格的比較。,,,,,
 ,,,,,
資料來源：,,,,,
綜合住戶統計調查 政府統計處社會分析及研究組(查詢電話：2887 5106查詢電郵：ghs@censtatd.gov.hk),,,,,
 ,,,,,
發布日期：2025年3月28日,,,,,
